timestamp,location,zone,latitude,longitude,pm25,pm10,no2,so2,co,o3,aqi,aqi_category,health_impact_score,temperature,humidity,wind_speed
2025-09-27T22:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,39.2,68.3,33.0,6.2,0.62,49.7,163.0,Unhealthy,3,21.2,83.0,9.0
2025-09-27T23:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,36.3,48.8,33.0,4.8,1.08,72.6,151.0,Unhealthy,3,19.9,37.8,3.7
2025-09-28T00:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,23.2,48.1,13.1,1.0,0.1,60.4,97.0,Moderate,7,33.4,43.5,7.0
2025-09-28T01:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,46.7,54.7,31.4,1.5,0.1,63.1,195.0,Unhealthy,3,32.1,44.4,11.8
2025-09-28T02:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,27.9,52.0,19.3,1.0,0.66,68.1,116.0,Unhealthy for Sensitive Groups,4,29.4,78.4,9.6
2025-09-28T03:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,29.9,65.8,5.0,1.0,0.34,56.6,125.0,Unhealthy for Sensitive Groups,4,30.0,62.5,8.7
2025-09-28T04:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,32.3,82.5,18.3,1.0,0.36,47.0,135.0,Unhealthy for Sensitive Groups,4,19.0,54.3,6.6
2025-09-28T05:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,11.7,57.6,14.7,1.0,0.37,58.1,73.0,Moderate,7,28.4,67.1,12.2
2025-09-28T06:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,46.6,51.8,28.9,1.7,1.05,36.2,194.0,Unhealthy,3,34.9,58.0,4.8
2025-09-28T07:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,49.0,84.4,39.9,9.4,0.55,34.1,204.0,Very Unhealthy,1,23.4,73.0,11.4
2025-09-28T08:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,40.0,95.6,19.9,1.0,0.95,33.0,167.0,Unhealthy,2,23.3,60.3,12.1
2025-09-28T09:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,63.5,140.2,32.2,6.9,0.86,29.8,265.0,Very Unhealthy,1,33.6,46.3,4.3
2025-09-28T10:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,45.5,102.0,36.5,3.8,0.73,30.6,190.0,Unhealthy,2,36.3,42.8,11.8
2025-09-28T11:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,48.6,67.2,37.8,1.0,0.66,52.8,203.0,Very Unhealthy,2,32.3,57.2,2.4
2025-09-28T12:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,52.3,86.5,32.2,1.0,0.56,38.3,218.0,Very Unhealthy,2,20.7,81.4,13.3
2025-09-28T13:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,55.6,93.9,37.3,4.8,0.74,33.4,232.0,Very Unhealthy,1,28.0,73.2,5.5
2025-09-28T14:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,62.5,94.1,18.6,2.9,0.53,24.2,261.0,Very Unhealthy,2,33.9,43.2,3.4
2025-09-28T15:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,43.1,94.1,18.0,2.0,0.78,51.9,180.0,Unhealthy,2,32.8,67.2,6.1
2025-09-28T16:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,48.8,73.6,40.9,1.5,0.61,47.5,203.0,Very Unhealthy,2,20.3,71.8,5.6
2025-09-28T17:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,53.4,101.0,46.7,6.1,0.9,47.0,223.0,Very Unhealthy,1,28.3,62.0,5.3
2025-09-28T18:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,76.2,153.7,41.9,3.3,0.9,24.5,318.0,Hazardous,1,34.5,77.9,8.0
2025-09-28T19:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,78.1,129.6,48.6,3.0,1.03,38.2,326.0,Hazardous,1,32.0,50.3,2.7
2025-09-28T20:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,48.3,107.0,33.8,4.0,0.79,46.5,201.0,Very Unhealthy,2,22.9,56.1,12.9
2025-09-28T21:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,59.8,81.3,32.9,6.5,0.86,19.4,249.0,Very Unhealthy,1,31.7,72.7,11.5
2025-09-28T22:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,52.6,86.0,33.5,4.6,0.7,29.1,219.0,Very Unhealthy,2,29.5,76.0,6.2
2025-09-28T23:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,30.8,95.6,37.8,8.0,0.81,57.5,128.0,Unhealthy for Sensitive Groups,4,31.8,49.2,11.0
2025-09-29T00:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,46.0,94.0,24.5,1.0,0.1,37.9,192.0,Unhealthy,3,29.6,65.9,12.2
2025-09-29T01:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,53.0,93.0,35.6,1.0,0.62,44.9,221.0,Very Unhealthy,2,37.1,45.5,12.3
2025-09-29T02:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,53.4,69.3,29.0,1.0,0.78,37.3,223.0,Very Unhealthy,1,22.7,42.8,10.9
2025-09-29T03:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,36.7,98.9,9.9,1.0,0.25,33.3,153.0,Unhealthy,2,34.7,57.9,5.4
2025-09-29T04:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,54.5,72.9,32.3,1.0,0.3,49.7,227.0,Very Unhealthy,1,24.0,44.4,5.9
2025-09-29T05:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,49.7,61.5,12.9,3.5,0.84,39.3,207.0,Very Unhealthy,2,22.6,45.9,2.7
2025-09-29T06:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,53.9,50.4,28.5,1.0,0.28,38.6,225.0,Very Unhealthy,2,31.5,84.0,14.8
2025-09-29T07:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,93.5,149.7,54.2,3.6,0.97,29.8,390.0,Hazardous,1,30.6,56.5,7.7
2025-09-29T08:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,77.7,145.7,44.3,3.7,1.02,27.0,324.0,Hazardous,1,30.7,71.1,5.3
2025-09-29T09:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,79.6,144.3,41.0,5.3,0.81,32.1,332.0,Hazardous,1,31.0,55.3,9.7
2025-09-29T10:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,59.8,87.5,38.5,1.0,1.06,42.6,250.0,Very Unhealthy,2,37.8,52.2,2.8
2025-09-29T11:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,52.5,126.4,35.9,5.4,0.69,30.9,219.0,Very Unhealthy,2,37.6,66.5,7.4
2025-09-29T12:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,50.0,96.2,38.4,3.2,1.01,41.5,208.0,Very Unhealthy,2,19.3,65.6,14.8
2025-09-29T13:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,58.2,132.4,37.3,1.0,0.99,42.4,243.0,Very Unhealthy,2,33.9,64.8,13.5
2025-09-29T14:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,75.8,129.6,27.5,2.3,0.61,42.9,316.0,Hazardous,1,22.2,71.8,6.2
2025-09-29T15:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,76.2,106.6,38.1,2.3,1.09,10.0,318.0,Hazardous,1,18.1,56.1,11.3
2025-09-29T16:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,51.3,122.9,39.6,6.9,0.53,30.2,214.0,Very Unhealthy,2,19.4,63.9,9.8
2025-09-29T17:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,81.4,142.8,50.3,3.5,1.0,44.2,339.0,Hazardous,1,26.8,41.5,5.8
2025-09-29T18:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,107.7,180.2,50.3,5.4,0.9,10.7,449.0,Hazardous,1,34.6,58.2,8.3
2025-09-29T19:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,101.8,178.0,48.0,4.5,1.11,25.0,425.0,Hazardous,1,21.6,50.1,2.7
2025-09-29T20:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,69.7,133.8,41.4,6.7,1.31,38.6,291.0,Very Unhealthy,2,37.3,43.7,10.4
2025-09-29T21:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,64.6,113.4,42.0,7.6,0.32,32.6,270.0,Very Unhealthy,2,22.4,61.7,14.9
2025-09-29T22:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,73.0,142.9,40.5,5.5,0.93,26.2,304.0,Hazardous,1,24.0,48.4,15.0
2025-09-29T23:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,73.3,129.5,53.2,6.0,1.09,34.1,306.0,Hazardous,1,30.5,41.7,3.5
2025-09-30T00:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,49.7,73.7,39.6,5.9,0.25,37.8,207.0,Very Unhealthy,1,33.8,45.0,12.5
2025-09-30T01:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,50.0,90.4,49.1,6.1,0.81,45.3,208.0,Very Unhealthy,1,30.0,52.1,14.4
2025-09-30T02:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,58.6,101.3,24.0,3.7,0.39,50.2,244.0,Very Unhealthy,1,21.0,67.4,4.2
2025-09-30T03:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,38.7,97.0,30.4,4.3,0.66,37.4,161.0,Unhealthy,2,18.6,41.0,10.1
2025-09-30T04:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,57.3,81.1,31.4,6.0,0.92,48.8,239.0,Very Unhealthy,2,26.4,77.7,13.1
2025-09-30T05:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,33.8,60.9,17.8,2.8,0.1,64.7,141.0,Unhealthy for Sensitive Groups,5,31.9,39.8,5.6
2025-09-30T06:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,64.3,115.0,24.4,1.0,0.39,38.1,268.0,Very Unhealthy,1,33.2,40.3,8.6
2025-09-30T07:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,90.4,177.9,55.4,6.6,1.41,16.4,377.0,Hazardous,1,27.9,58.6,8.4
2025-09-30T08:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,87.8,186.2,54.8,1.0,0.65,23.3,366.0,Hazardous,1,33.9,59.3,6.3
2025-09-30T09:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,53.4,107.5,22.9,2.1,0.74,35.0,223.0,Very Unhealthy,2,23.8,39.1,5.9
2025-09-30T10:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,53.8,107.9,40.1,1.0,1.08,25.0,224.0,Very Unhealthy,1,32.2,36.1,7.4
2025-09-30T11:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,76.0,97.8,47.0,1.2,0.92,30.2,317.0,Hazardous,1,25.1,71.1,6.1
2025-09-30T12:20:14.411956,Gurgaon - DLF Phase 1,Residential,28.4595,77.0266,70.0,129.7,36.9,3.7,0.85,33.2,292.0,Very Unhealthy,2,18.7,41.4,13.9
2025-09-23T12:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,78.1,116.2,29.5,20.2,1.26,40.5,326.0,Hazardous,1,29.8,68.3,4.6
2025-09-23T13:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,85.5,151.6,49.3,27.4,1.76,30.6,357.0,Hazardous,1,35.0,61.6,8.1
2025-09-23T14:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,89.4,177.4,35.7,25.0,2.0,22.2,373.0,Hazardous,1,37.9,43.7,10.7
2025-09-23T15:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,69.5,152.4,19.8,19.6,1.45,57.3,290.0,Very Unhealthy,2,24.0,47.4,6.8
2025-09-23T16:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,45.9,125.7,24.8,18.8,1.54,47.8,192.0,Unhealthy,3,18.2,79.1,9.4
2025-09-23T17:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,89.6,188.6,28.1,22.8,1.48,22.3,374.0,Hazardous,1,18.3,53.0,3.2
2025-09-23T18:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,93.8,184.1,44.8,21.6,1.98,34.5,391.0,Hazardous,1,24.3,74.4,10.9
2025-09-23T19:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,108.7,229.0,49.7,25.4,2.46,16.4,453.0,Hazardous,1,33.6,53.1,7.3
2025-09-23T20:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,102.3,192.8,41.9,25.7,1.18,38.5,426.0,Hazardous,1,18.1,60.1,7.0
2025-09-23T21:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,90.2,156.7,23.7,20.2,1.68,32.6,376.0,Hazardous,1,22.4,71.5,8.5
2025-09-23T22:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,72.6,132.9,38.8,20.1,1.35,21.2,303.0,Hazardous,1,20.3,54.4,2.5
2025-09-23T23:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,92.0,184.0,26.6,24.1,2.26,25.9,384.0,Hazardous,1,19.0,78.2,6.4
2025-09-24T00:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,66.2,123.9,21.6,22.5,1.55,51.2,276.0,Very Unhealthy,1,34.9,44.7,12.7
2025-09-24T01:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,64.9,118.2,25.8,10.5,1.16,51.8,271.0,Very Unhealthy,1,19.7,50.1,11.7
2025-09-24T02:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,55.2,135.4,36.5,20.0,1.38,37.4,230.0,Very Unhealthy,2,26.9,59.3,12.1
2025-09-24T03:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,32.3,82.1,25.0,6.9,0.98,54.2,135.0,Unhealthy for Sensitive Groups,4,27.7,71.4,6.1
2025-09-24T04:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,54.9,74.5,16.7,12.6,1.46,53.4,229.0,Very Unhealthy,1,28.9,53.0,3.1
2025-09-24T05:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,47.7,97.2,14.6,12.4,1.26,75.6,199.0,Unhealthy,3,19.9,41.3,7.4
2025-09-24T06:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,90.7,170.2,38.1,20.4,2.22,33.9,378.0,Hazardous,1,34.5,78.4,7.4
2025-09-24T07:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,115.7,194.7,29.8,22.7,2.08,12.6,482.0,Hazardous,1,35.0,80.3,9.0
2025-09-24T08:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,116.6,188.0,44.6,34.8,1.96,24.9,486.0,Hazardous,1,30.1,68.9,8.8
2025-09-24T09:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,109.7,190.1,46.4,23.9,2.45,25.3,458.0,Hazardous,1,32.7,60.4,14.9
2025-09-24T10:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,69.4,149.1,39.7,21.0,1.25,38.7,289.0,Very Unhealthy,2,23.6,59.9,6.3
2025-09-24T11:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,81.9,153.5,29.7,20.8,1.56,40.3,341.0,Hazardous,1,24.3,60.6,14.2
2025-09-24T12:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,74.5,112.5,16.3,15.4,0.82,25.4,311.0,Hazardous,1,36.3,73.1,8.6
2025-09-24T13:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,88.1,171.9,35.1,19.5,1.8,34.7,367.0,Hazardous,1,29.8,71.1,14.2
2025-09-24T14:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,107.1,167.8,51.2,29.7,1.44,29.4,446.0,Hazardous,1,18.4,71.1,2.4
2025-09-24T15:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,87.4,150.6,27.6,21.1,2.12,32.7,365.0,Hazardous,1,37.9,56.5,6.2
2025-09-24T16:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,96.9,149.8,33.5,23.4,1.59,18.6,404.0,Hazardous,1,31.7,82.4,5.5
2025-09-24T17:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,107.8,184.9,49.2,31.1,2.44,31.5,450.0,Hazardous,1,37.4,70.7,14.0
2025-09-24T18:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,104.8,173.7,44.2,23.7,2.92,18.9,437.0,Hazardous,1,18.2,44.7,8.4
2025-09-24T19:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,109.6,193.2,55.5,35.9,2.38,10.0,457.0,Hazardous,1,22.4,83.3,3.7
2025-09-24T20:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,84.0,173.6,36.3,20.7,2.11,34.3,350.0,Hazardous,1,36.3,77.7,10.9
2025-09-24T21:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,70.5,125.0,26.8,21.0,1.57,33.4,294.0,Very Unhealthy,2,22.2,61.9,11.6
2025-09-24T22:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,89.2,151.3,39.0,22.2,2.06,39.5,372.0,Hazardous,1,19.6,53.0,13.2
2025-09-24T23:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,67.6,117.8,28.8,21.5,1.56,32.8,282.0,Very Unhealthy,2,21.8,75.2,14.6
2025-09-25T00:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,41.8,91.6,21.6,21.7,1.02,32.5,174.0,Unhealthy,2,24.3,59.2,5.8
2025-09-25T01:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,56.6,86.0,33.9,17.3,1.58,34.8,236.0,Very Unhealthy,2,25.1,69.9,9.3
2025-09-25T02:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,68.6,66.6,25.3,14.3,0.9,28.8,286.0,Very Unhealthy,2,28.1,68.1,13.9
2025-09-25T03:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,35.1,117.5,36.1,13.6,1.07,30.0,146.0,Unhealthy for Sensitive Groups,4,27.1,50.1,7.0
2025-09-25T04:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,55.1,129.3,23.2,14.8,1.4,46.3,230.0,Very Unhealthy,1,29.0,82.2,4.8
2025-09-25T05:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,39.2,99.3,17.7,16.1,1.26,33.9,163.0,Unhealthy,2,18.7,40.1,11.5
2025-09-25T06:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,70.2,92.2,23.8,18.9,1.37,10.5,293.0,Very Unhealthy,2,33.3,83.6,5.7
2025-09-25T07:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,98.1,143.7,45.1,21.2,2.06,30.5,409.0,Hazardous,1,37.0,38.5,7.9
2025-09-25T08:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,102.1,173.4,35.0,29.8,2.78,28.9,426.0,Hazardous,1,19.8,59.9,5.4
2025-09-25T09:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,90.5,184.3,25.9,22.5,2.79,10.0,377.0,Hazardous,1,28.4,42.5,2.9
2025-09-25T10:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,66.7,170.4,31.7,25.9,1.66,39.0,278.0,Very Unhealthy,2,24.6,72.2,4.0
2025-09-25T11:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,78.7,114.9,16.8,19.5,1.83,62.8,328.0,Hazardous,1,31.1,46.7,13.2
2025-09-25T12:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,58.7,114.5,23.6,19.1,1.38,41.2,245.0,Very Unhealthy,1,23.7,49.2,8.3
2025-09-25T13:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,98.9,133.2,23.0,19.4,1.7,15.3,413.0,Hazardous,1,35.0,74.9,5.5
2025-09-25T14:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,64.5,112.2,5.8,18.0,1.4,32.1,269.0,Very Unhealthy,1,26.3,39.5,7.7
2025-09-25T15:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,80.7,117.7,44.1,13.9,1.44,29.0,336.0,Hazardous,1,19.8,83.1,12.5
2025-09-25T16:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,68.4,135.4,37.0,20.3,1.72,23.0,285.0,Very Unhealthy,1,35.1,71.9,13.5
2025-09-25T17:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,87.1,173.8,58.3,25.4,1.86,22.5,363.0,Hazardous,1,36.3,58.3,2.8
2025-09-25T18:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,100.9,197.5,44.0,28.9,2.57,48.1,421.0,Hazardous,1,30.2,48.2,5.7
2025-09-25T19:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,116.3,195.0,48.6,21.5,2.15,11.5,485.0,Hazardous,1,29.0,64.9,5.6
2025-09-25T20:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,93.5,182.8,23.3,20.7,1.62,35.9,390.0,Hazardous,1,23.1,84.9,4.4
2025-09-25T21:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,70.0,111.0,16.2,21.6,1.9,38.4,292.0,Very Unhealthy,1,32.8,56.3,6.3
2025-09-25T22:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,62.7,132.8,33.4,21.1,2.34,12.0,261.0,Very Unhealthy,1,33.4,72.4,5.0
2025-09-25T23:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,54.8,119.8,23.9,19.9,1.54,35.9,229.0,Very Unhealthy,1,21.1,53.3,10.0
2025-09-26T00:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,44.5,67.9,36.9,9.0,1.35,30.1,186.0,Unhealthy,3,37.8,66.5,6.8
2025-09-26T01:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,51.6,93.6,14.5,10.8,0.76,55.6,215.0,Very Unhealthy,2,29.6,82.9,8.5
2025-09-26T02:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,31.0,101.5,17.2,15.2,0.83,40.3,129.0,Unhealthy for Sensitive Groups,5,32.1,36.5,2.1
2025-09-26T03:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,57.8,85.7,35.7,11.2,0.1,60.2,241.0,Very Unhealthy,2,25.7,59.6,13.7
2025-09-26T04:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,47.9,107.2,14.9,18.4,1.46,42.6,200.0,Unhealthy,3,36.1,38.5,2.8
2025-09-26T05:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,52.8,141.2,32.7,20.2,1.11,38.6,220.0,Very Unhealthy,2,36.7,37.4,4.7
2025-09-26T06:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,77.2,149.9,46.8,17.6,2.04,45.3,322.0,Hazardous,1,24.4,39.7,7.6
2025-09-26T07:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,87.6,169.8,44.5,20.3,1.29,28.5,365.0,Hazardous,1,34.2,78.4,10.7
2025-09-26T08:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,99.8,159.5,31.4,20.2,1.76,46.4,416.0,Hazardous,1,26.9,35.4,12.7
2025-09-26T09:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,109.6,170.4,37.2,23.2,1.21,35.3,457.0,Hazardous,1,37.1,67.1,5.9
2025-09-26T10:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,63.5,138.2,24.4,23.6,1.57,24.2,265.0,Very Unhealthy,2,30.9,77.5,5.8
2025-09-26T11:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,53.7,106.4,31.1,15.2,2.01,37.1,224.0,Very Unhealthy,1,34.7,77.1,5.9
2025-09-26T12:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,65.0,138.8,25.1,17.5,2.19,41.6,271.0,Very Unhealthy,1,32.1,76.0,5.1
2025-09-26T13:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,68.6,134.0,27.0,26.4,2.11,25.5,286.0,Very Unhealthy,1,22.8,45.4,5.3
2025-09-26T14:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,80.6,153.0,45.2,22.9,1.85,27.1,336.0,Hazardous,1,25.1,72.4,9.2
2025-09-26T15:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,88.0,200.3,27.9,21.9,1.54,37.6,367.0,Hazardous,1,29.7,64.3,7.8
2025-09-26T16:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,86.5,138.8,52.9,24.5,1.78,41.1,361.0,Hazardous,1,30.9,42.5,14.1
2025-09-26T17:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,90.3,143.5,37.5,26.5,1.93,35.3,376.0,Hazardous,1,27.8,41.0,12.4
2025-09-26T18:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,93.2,179.1,46.4,25.9,2.07,16.7,389.0,Hazardous,1,18.7,59.9,4.0
2025-09-26T19:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,80.4,134.6,31.3,23.7,1.52,27.9,335.0,Hazardous,1,29.5,66.9,9.2
2025-09-26T20:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,116.1,179.0,37.3,18.6,2.59,37.4,484.0,Hazardous,1,24.2,39.3,3.2
2025-09-26T21:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,85.4,174.7,46.7,18.6,2.11,23.9,356.0,Hazardous,1,18.2,45.1,14.5
2025-09-26T22:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,81.2,149.5,32.0,24.2,1.9,32.9,339.0,Hazardous,1,26.2,44.6,8.7
2025-09-26T23:20:14.411956,Faridabad - Sector 16A,Industrial,28.4089,77.3178,99.1,194.5,45.9,24.0,1.82,10.0,413.0,Hazardous,1,19.4,48.9,6.2
